rule_id,source_id,source_name,file,page,actor,rule
01-056,01,988 Lifeline Suicide Safety Policy Supplemental Guide,01b_988_Lifeline_Suicide_Safety_Policy_Supplemental_Guide.pdf,6,crisis counsellor,"In the Lifeline Four Core Principles Table, the situational elements under Capability are Substance Use/Misuse, Exposure to Someone Else's Suicide, Acute Symptoms of Mental Illness, Sleep Disturbance, Increased Anxiety, and History of Violence to Others."
01-057,01,988 Lifeline Suicide Safety Policy Supplemental Guide,01b_988_Lifeline_Suicide_Safety_Policy_Supplemental_Guide.pdf,6,crisis counsellor,"In the Lifeline Four Core Principles Table, the situational elements under Buffers are Sense of Purpose, Planning for Future, Engagement with Helper, Social Supports, and Core Beliefs."
01-058,01,988 Lifeline Suicide Safety Policy Supplemental Guide,01b_988_Lifeline_Suicide_Safety_Policy_Supplemental_Guide.pdf,6,crisis counsellor,"Situationally specific elements impact suicide risk when present; though these elements may not be relevant to every conversation, crisis counselors should be listening and clarifying for these elements during crisis conversations."
01-059,01,988 Lifeline Suicide Safety Policy Supplemental Guide,01b_988_Lifeline_Suicide_Safety_Policy_Supplemental_Guide.pdf,6,crisis counsellor,"When situationally specific elements are present, they are a crucial part of a comprehensive Safety Assessment."
01-067,01,988 Lifeline Suicide Safety Policy Supplemental Guide,01b_988_Lifeline_Suicide_Safety_Policy_Supplemental_Guide.pdf,8,crisis counsellor,"A person in crisis is determined to be at imminent risk of suicide if the center staff responding believe, based on information gathered, that if no actions are taken, the person in crisis is likely to seriously harm or kill themselves in the very near future."
01-068,01,988 Lifeline Suicide Safety Policy Supplemental Guide,01b_988_Lifeline_Suicide_Safety_Policy_Supplemental_Guide.pdf,8,crisis counsellor,Imminent risk may be determined if an individual states (or is reported to have stated by a third party) both a desire and intent to die with a close temporal connection to their capability of carrying through on their intent.
02-007,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Risk factors to identify include prior suicide attempt(s).
02-008,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Risk factors to identify include alcohol or substance use.
02-009,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,"Risk factors to identify include history of mental health concerns, particularly depression and other mood disorders."
02-010,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,"Risk factors to identify include access to lethal means, including firearms."
02-011,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,"Risk factors to identify include knowing someone who died by suicide, particularly a family member."
02-012,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Risk factors to identify include social isolation.
02-013,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Risk factors to identify include chronic disease and/or disability.
02-014,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Risk factors to identify include lack of access to behavioral health care.
02-015,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Risk factors to identify include prolonged feelings of hopelessness.
02-016,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,"Populations at increased risk for suicide, to be kept in mind when identifying risk factors: American Indian, Alaska Native, and Tribal communities; Black youth; rural communities; LGBTQI+ youth and young adults; middle-aged men; and older adults."
02-018,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,"Protective factors to identify include connectedness to people, family, community, and social supports."
02-019,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Protective factors to identify include effective behavioral health care.
02-020,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,"Protective factors to identify include life skills (including problem-solving skills, coping skills, emotional regulation, ability to adapt to change)."
02-021,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Protective factors to identify include self-esteem and a sense of purpose or meaning in life.
02-022,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,"Protective factors to identify include cultural, religious, or personal beliefs that discourage suicide."
02-023,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,1,clinician,Protective factors to identify include no access to lethal means.
02-033,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,2,clinician,"HIGH risk level: individuals experiencing severe behavioral health symptoms or acute precipitating event, protective factors not relevant, with suicidal ideation with plan (when and where), method (how), and intent to carry out the suicide plan; emergency psychiatric treatment in a secure setting may be necessary unless a significant change reduces risk."
02-034,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,2,clinician,"MODERATE risk level: multiple risk factors, experiences some elevated behavioral health symptoms, and few protective factors, with suicidal ideation with plan, but no intent or behavior; admission may be necessary depending on risk factors. Give emergency/crisis numbers to include the 988 Lifeline."
02-035,02,SAFE-T SAMHSA 2024 reissue,02_SAFE-T_SAMHSA_2024_reissue.pdf,2,clinician,"LOW risk level: manageable risk factors, strong protective factors, with thoughts of death, no plan, intent, or behavior; outpatient referral with a warm handoff, symptom reduction. Give emergency/crisis numbers, 988 Lifeline."
03-001,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,5,trained rater classifying a written event report,The criteria for a suicide attempt include both self-injurious behavior and suicidal intent (at least some intention to commit suicide).
03-002,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,7,trained rater classifying a written event report,Classify as completed suicide a self-injurious behavior that resulted in fatality and was associated with at least some intent to die as a result of the act.
03-003,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,7,trained rater classifying a written event report,"Classify as suicide attempt a potentially self-injurious behavior, associated with at least some intent to die, as a result of the act; evidence that the individual intended to kill him/herself, at least to some degree, can be explicit or inferred from the behavior or circumstance. A suicide attempt may or may not result in actual injury."
03-004,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,8,trained rater classifying a written event report,"Classify as preparatory acts toward imminent suicidal behavior an event in which the individual takes steps to injure him- or herself, but is stopped by self or others from starting the self-injurious act before the potential for harm has begun."
03-005,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,8,trained rater classifying a written event report,"Classify as suicidal ideation passive thoughts about wanting to be dead or active thoughts about killing oneself, not accompanied by preparatory behavior."
03-006,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,9,trained rater classifying a written event report,"Classify as self-injurious behavior, no suicidal intent, self-injurious behavior associated with no intent to die, where the behavior is intended purely for other reasons, either to relieve distress (often referred to as “self-mutilation,” e.g., superficial cuts or scratches, hitting/banging, or burns) or to effect change in others or the environment."
03-007,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,10,trained rater classifying a written event report,"Classify as other, no deliberate self-harm an event with no evidence of any suicidality or deliberate self-injurious behavior associated with the event; the event is characterized as an accidental injury, psychiatric or behavioral symptoms only, or medical symptoms or procedure only."
03-008,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,10,trained rater classifying a written event report,"Classify as self-injurious behavior, suicidal intent unknown, self-injurious behavior where associated intent to die is unknown and cannot be inferred; the injury or potential for injury is clear, but why the individual engaged in that behavior is unclear."
03-009,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,11,trained rater classifying a written event report,"Classify as not enough information an event with insufficient information to determine whether the event involved deliberate suicidal behavior or ideation, where there is reason to suspect the possibility of suicidality but not enough to be confident that the event was not something other, such as an accident or psychiatric symptom."
03-010,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,11,trained rater classifying a written event report,"An injury sustained on a place on the body consistent with deliberate self-harm or suicidal behavior (e.g., wrists), without any information as to how the injury was received, would warrant placement in the not enough information category."
03-012,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,12,trained rater classifying a written event report,"“Clinically impressive” behavior or circumstances are used to infer suicidal intent when the stated intent is missing, unclear, or denied."
03-013,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,12,trained rater classifying a written event report,"A highly lethal act that is clearly not an accident might mean that no other intent except suicide can be inferred (e.g., a gunshot to the head, jumping from a high-story building)."
03-014,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,12,trained rater classifying a written event report,"Inference of suicidal intent could also be based on clinical circumstances such as the method used, number of pills ingested, and location of injury on the body."
03-015,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,12,trained rater classifying a written event report,Cuts on the legs typically represent nonsuicidal self-injurious behavior.
03-016,03,Posner 2007 C-CASA AmJPsychiatry,03a_Posner_2007_C-CASA_AmJPsychiatry_PMC_fulltext.pdf,12,trained rater classifying a written event report,"According to C-CASA guidelines, other relevant data that could be used included past history of suicide attempt, past history of self-injurious behavior/self-mutilation, and family history of suicide/suicide attempts."
03-019,03,Posner 2011 C-SSRS validation AmJPsychiatry,03b_Posner_2011_C-SSRS_validation_AmJPsychiatry_PMC_fulltext.pdf,3,interviewer using the C-SSRS,"Rate the severity of suicidal ideation on a 5-point scale: 1 = wish to be dead, 2 = nonspecific active suicidal thoughts, 3 = suicidal thoughts with methods, 4 = suicidal intent, 5 = suicidal intent with plan."
03-021,03,Posner 2011 C-SSRS validation AmJPsychiatry,03b_Posner_2011_C-SSRS_validation_AmJPsychiatry_PMC_fulltext.pdf,3,interviewer using the C-SSRS,"Record suicidal behaviour by category: actual attempt, aborted attempt, interrupted attempt, preparatory behaviour, or nonsuicidal self-injurious behaviour."
03-029,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you wished you were dead or wished you could go to sleep and not wake up?' places the person at Low Risk.
03-030,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you actually had any thoughts of killing yourself?' places the person at Low Risk.
03-031,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you been thinking about how you might do this?' (a method without a specific plan) places the person at Moderate Risk.
03-032,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you had these thoughts and had some intention of acting on them?' places the person at High Risk.
03-033,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),A YES in the past month to 'Have you started to work out or worked out the details of how to kill yourself? Did you intend to carry out this plan?' places the person at High Risk.
03-034,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),"A YES to 'Have you ever done anything, started to do anything, or prepared to do anything to end your life?' that happened more than three months ago places the person at Moderate Risk."
03-035,03,C-SSRS Screener with triage points 2026,03c_C-SSRS_Screener_with_triage_points_2026.pdf,1,screener (any trained person),"A YES to 'Have you ever done anything, started to do anything, or prepared to do anything to end your life?' that happened within the past three months places the person at High Risk."
04-010,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,14,clinician seeing 9- to 18-year-olds,"For elementary and middle school students, having friends who drink heightens concern; because more drinking friends means more risk, ask how many friends drink if the patient did not say."
04-011,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,15,clinician seeing 9- to 18-year-olds,"For a patient at lower risk, give brief advice: 'I recommend that you stop drinking, and now is the best time. Your brain is still developing, and alcohol can affect that. Alcohol can also keep you from making good decisions and make you do things you'll regret later.'"
04-012,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,15,clinician seeing 9- to 18-year-olds,"Highest Risk: conduct brief motivational interviewing to elicit a decision and commitment to change, whether or not you plan to refer."
04-013,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,15,clinician seeing 9- to 18-year-olds,"For a patient at highest risk, ask whether the parents know; if so, ask the patient's permission to share recommendations with them; if not, weigh the patient's age, the degree of acute risk, and other circumstances, and consider breaking confidentiality to engage the parents."
04-017,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,22,clinician seeing 9- to 18-year-olds,"For patients who are not drinking, praise them for making the decision not to drink, and recommend that they get involved in activities that build on their strengths, choose friends who also make good choices, and avoid situations where alcohol or other drugs are easily available."
04-022,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,24,clinician seeing 9- to 18-year-olds,"For moderate and highest risk drinkers, ask about quantity of drinking to round out your risk assessment."
04-023,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,25,clinician seeing 9- to 18-year-olds,"Drinking and driving is the most common and potentially lethal danger sign; unless a patient who drinks and drives commits to stopping, an immediate intervention is warranted, which can include informing the parents."
04-024,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"Besides drinking and driving, signs of acute danger that call for a highest-risk intervention and probable referral include high, potentially lethal volumes of drinking; combining alcohol with other drugs; and drinking that leads to injury or other harm."
04-025,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"For a patient at relatively lower risk who says 'I'm not going to stop', ask permission to give brief advice, give it if accepted, and ask what they make of it."
04-026,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"For a patient at moderate or highest risk who says 'I'm not going to stop', use motivational interviewing, consider a follow-up appointment, and in some cases consider breaking confidentiality."
04-027,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"If you sense that one parent would be an ally when a patient’s parents have alcohol-related problems, referring that parent to an expert for help in dealing with family drinking problems would be appropriate and advisable."
04-028,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,26,clinician seeing 9- to 18-year-olds,"If both parents appear to be heavy drinkers or dependent on alcohol, your concern may be better expressed generically."
04-029,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"Even if the offer of help is refused, make a point at each visit of expressing concern, with a focus on both the risk-taking behaviors and the specific vulnerabilities of the child’s developmental stage."
04-030,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"If you learn that a patient has relapsed, recognize that he or she may have developed a chronic disorder that requires continuing care; stay engaged with the patient and maintain optimism about eventual improvement."
04-031,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"If the patient objected to the initial referral, seek another appropriate, acceptable option."
04-033,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,27,clinician seeing 9- to 18-year-olds,"Address depression, anxiety disorders, or conduct problems, referring to specialty treatment if needed."
04-050,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,A key intervention goal for patients who have begun drinking but are not in acute danger is to obtain a commitment to stop or cut back drinking.
04-051,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"With older adolescents, it is often best to maintain confidentiality (if requested) after accepting the patient’s commitment to avoid risky behaviors."
04-052,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"If the patient refuses to commit to stopping or cutting back, or the clinician doubts the sincerity of the commitment, consider breaking confidentiality."
04-053,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,31,clinician seeing 9- to 18-year-olds,"If at a follow-up visit the patient has not kept to the agreed plan or has escalated their drinking, consider breaking confidentiality."
04-059,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For an elementary school patient (age 9 to 11) with any alcohol use, breaking confidentiality to involve the parents is appropriate."
04-060,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For an elementary school patient (age 9 to 11) with some mild alcohol-related problems, breaking confidentiality to involve the parents is appropriate."
04-061,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For an elementary school patient (age 9 to 11) with significant problems or probable dependence, breaking confidentiality to involve the parents is appropriate."
04-062,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a middle school patient (age 11 to 14) with any alcohol use, breaking confidentiality to involve the parents may be appropriate ('maybe'), by clinical judgment."
04-063,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a middle school patient (age 11 to 14) with some mild alcohol-related problems, breaking confidentiality to involve the parents is appropriate."
04-064,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a middle school patient (age 11 to 14) with significant problems or probable dependence, breaking confidentiality to involve the parents is appropriate."
04-065,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a high school patient (age 14 to 18) with any alcohol use, breaking confidentiality to involve the parents may be appropriate ('maybe'), by clinical judgment."
04-066,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a high school patient (age 14 to 18) with some mild alcohol-related problems, breaking confidentiality to involve the parents may be appropriate ('maybe'), by clinical judgment."
04-067,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,32,clinician seeing 9- to 18-year-olds,"For a high school patient (age 14 to 18) with significant problems or probable dependence, breaking confidentiality to involve the parents is appropriate."
04-073,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"Abstinence would be the ideal goal for youth who drink; in many cases, however, cutting back and taking other steps to avoid harm are more realistic and achievable goals, and for dependent and other higher risk patients the goal will be accepting a referral to specialized treatment."
04-074,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"Abstinence challenge: ask permission from the adolescent to make a contract for 4–8 weeks of abstinence to help the two of you determine the severity of the problem; discuss ways to successfully avoid drinking; at followup, reinforce success and discuss referral for more extensive assessment for those who failed the challenge or found it very stressful."
04-075,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"Cut back: for those who refuse to abstain, ask permission to negotiate and contract for drinking limits based on the patient’s history; in general, advise no substance use on weeknights, reducing quantity, and avoiding dangerous situations, such as drinking and driving; elicit feedback from patients about your suggestions."
04-076,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,35,clinician seeing 9- to 18-year-olds,"Contingency: for more challenging or resistant patients who refuse even to cut back, see treatment as a process and accept any progress as partial success; create a list of contingencies that indicate that a problem exists, and ask patients to agree to come see you if they occur; avoid arguments, roll with resistance, and encourage them to continue thinking about their drinking and continue self-monitoring."
04-080,04,NIAAA Youth Alcohol Screening Guide 2021,04a_NIAAA_Youth_Alcohol_Screening_Guide_2021.pdf,36,clinician seeing 9- to 18-year-olds,"On the CRAFFT, a 'yes' to two of the six questions signals a problem needing further evaluation, and a score of 4 or more should raise suspicion of substance dependence."
04-096,04,NIAAA Youth Pocket Guide 2025,04b_NIAAA_Youth_Pocket_Guide_2025.pdf,1,clinician seeing 9- to 18-year-olds,"Screen when seeing patients who are likely to drink, such as youth who smoke cigarettes."
04-097,04,NIAAA Youth Pocket Guide 2025,04b_NIAAA_Youth_Pocket_Guide_2025.pdf,1,clinician seeing 9- to 18-year-olds,"Screen when seeing patients who have conditions associated with increased risk for substance abuse, such as depression, anxiety, attention-deficit/hyperactivity disorder, or conduct problems."
04-098,04,NIAAA Youth Pocket Guide 2025,04b_NIAAA_Youth_Pocket_Guide_2025.pdf,1,clinician seeing 9- to 18-year-olds,"Screen when seeing patients who have health problems that might be alcohol related, such as accidents or injury; sexually transmitted infections or unintended pregnancy; changes in eating or sleeping patterns; gastrointestinal disturbances; or chronic pain."
04-099,04,NIAAA Youth Pocket Guide 2025,04b_NIAAA_Youth_Pocket_Guide_2025.pdf,1,clinician seeing 9- to 18-year-olds,"Screen when seeing patients who show substantial behavioral changes, such as increased oppositional behavior, significant mood changes, loss of interest in activities, change of friends, a drop in grade point average, or a large number of unexcused absences in school."
04-100,04,NIAAA Youth Pocket Guide 2025,04b_NIAAA_Youth_Pocket_Guide_2025.pdf,1,clinician seeing 9- to 18-year-olds,A “child-sized” or “teen-sized” binge for boys ages 9–13 is 3 drinks.
